image;probability;guess_class;real_class;other_predictions
../dataset/imagenet-mini/val/n01498041/ILSVRC2012_val_00013655.JPEG;0.784364013671875;n01498041 stingray;n01498041;[{'class': 'n01498041 stingray', 'probability': 0.784364013671875}, {'class': 'n01496331 electric_ray', 'probability': 0.15211753845214843}, {'class': 'n04208210 shovel', 'probability': 0.014402852058410645}, {'class': 'n01768244 trilobite', 'probability': 0.004724749326705933}, {'class': 'n01665541 leatherback_turtle', 'probability': 0.003211735785007477}]
../dataset/imagenet-mini/val/n01498041/ILSVRC2012_val_00032394.JPEG;0.6835273742675781;n01498041 stingray;n01498041;[{'class': 'n01498041 stingray', 'probability': 0.6835273742675781}, {'class': 'n01496331 electric_ray', 'probability': 0.3163425254821777}, {'class': 'n01491361 tiger_shark', 'probability': 5.2603338845074176e-05}, {'class': 'n02526121 eel', 'probability': 2.916953060775995e-05}, {'class': 'n02655020 puffer', 'probability': 1.945555442944169e-05}]
../dataset/imagenet-mini/val/n01498041/ILSVRC2012_val_00036118.JPEG;0.4008348083496094;n01498041 stingray;n01498041;[{'class': 'n01498041 stingray', 'probability': 0.4008348083496094}, {'class': 'n01664065 loggerhead', 'probability': 0.23388336181640626}, {'class': 'n01667778 terrapin', 'probability': 0.09960017204284669}, {'class': 'n01698640 American_alligator', 'probability': 0.06005504608154297}, {'class': 'n01955084 chiton', 'probability': 0.03779350996017456}]
../dataset/imagenet-mini/val/n01514668/ILSVRC2012_val_00012484.JPEG;0.22467849731445313;n01514668 cock;n01514668;[{'class': 'n01514668 cock', 'probability': 0.22467849731445313}, {'class': 'n01795545 black_grouse', 'probability': 0.16436342239379884}, {'class': 'n01797886 ruffed_grouse', 'probability': 0.1639501190185547}, {'class': 'n01798484 prairie_chicken', 'probability': 0.13942411422729492}, {'class': 'n01616318 vulture', 'probability': 0.046919574737548826}]
../dataset/imagenet-mini/val/n01514668/ILSVRC2012_val_00019101.JPEG;0.5438360595703124;n01514859 hen;n01514668;[{'class': 'n01514859 hen', 'probability': 0.5438360595703124}, {'class': 'n01514668 cock', 'probability': 0.37820892333984374}, {'class': 'n01797886 ruffed_grouse', 'probability': 0.03149116516113281}, {'class': 'n01807496 partridge', 'probability': 0.02040952444076538}, {'class': 'n02094433 Yorkshire_terrier', 'probability': 0.0037965711951255796}]
../dataset/imagenet-mini/val/n01514668/ILSVRC2012_val_00048952.JPEG;0.9106639099121093;n01514859 hen;n01514668;[{'class': 'n01514859 hen', 'probability': 0.9106639099121093}, {'class': 'n01514668 cock', 'probability': 0.08459224700927734}, {'class': 'n01806143 peacock', 'probability': 0.0012762562930583954}, {'class': 'n01806567 quail', 'probability': 0.000553642064332962}, {'class': 'n01796340 ptarmigan', 'probability': 0.00042712636291980744}]
../dataset/imagenet-mini/val/n01514859/ILSVRC2012_val_00014917.JPEG;0.452197265625;n01514859 hen;n01514859;[{'class': 'n01514859 hen', 'probability': 0.452197265625}, {'class': 'n01616318 vulture', 'probability': 0.19465906143188477}, {'class': 'n01514668 cock', 'probability': 0.14376028060913085}, {'class': 'n01518878 ostrich', 'probability': 0.05676388263702393}, {'class': 'n01608432 kite', 'probability': 0.03596444845199585}]
../dataset/imagenet-mini/val/n01514859/ILSVRC2012_val_00037719.JPEG;0.7588823699951172;n01514859 hen;n01514859;[{'class': 'n01514859 hen', 'probability': 0.7588823699951172}, {'class': 'n01616318 vulture', 'probability': 0.12767909049987794}, {'class': 'n01514668 cock', 'probability': 0.0696124267578125}, {'class': 'n02490219 marmoset', 'probability': 0.015010631084442139}, {'class': 'n01622779 great_grey_owl', 'probability': 0.010460636615753173}]
../dataset/imagenet-mini/val/n01514859/ILSVRC2012_val_00048242.JPEG;0.8559996795654297;n01514859 hen;n01514859;[{'class': 'n01514859 hen', 'probability': 0.8559996795654297}, {'class': 'n01797886 ruffed_grouse', 'probability': 0.0466887903213501}, {'class': 'n01514668 cock', 'probability': 0.03035033941268921}, {'class': 'n01807496 partridge', 'probability': 0.03017895221710205}, {'class': 'n01806567 quail', 'probability': 0.029212503433227538}]
../dataset/imagenet-mini/val/n01518878/ILSVRC2012_val_00008294.JPEG;0.9999891662597656;n01518878 ostrich;n01518878;[{'class': 'n01518878 ostrich', 'probability': 0.9999891662597656}, {'class': 'n02018795 bustard', 'probability': 8.312537102028727e-06}, {'class': 'n02012849 crane', 'probability': 2.477360249031335e-06}, {'class': 'n01616318 vulture', 'probability': 3.509569978632498e-08}, {'class': 'n01806143 peacock', 'probability': 8.188319498003693e-09}]
../dataset/imagenet-mini/val/n01518878/ILSVRC2012_val_00034316.JPEG;0.9811759948730469;n01518878 ostrich;n01518878;[{'class': 'n01518878 ostrich', 'probability': 0.9811759948730469}, {'class': 'n02346627 porcupine', 'probability': 0.010014404058456421}, {'class': 'n02134418 sloth_bear', 'probability': 0.0019746820628643038}, {'class': 'n02363005 beaver', 'probability': 0.0010750800371170043}, {'class': 'n02361337 marmot', 'probability': 0.0007311677187681198}]
../dataset/imagenet-mini/val/n01518878/ILSVRC2012_val_00048600.JPEG;0.9485954284667969;n01518878 ostrich;n01518878;[{'class': 'n01518878 ostrich', 'probability': 0.9485954284667969}, {'class': 'n02437616 llama', 'probability': 0.024400646686553954}, {'class': 'n02457408 three-toed_sloth', 'probability': 0.0032835021615028382}, {'class': 'n02408429 water_buffalo', 'probability': 0.003249106705188751}, {'class': 'n02403003 ox', 'probability': 0.002008330523967743}]
../dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00000651.JPEG;0.9097640228271484;n01534433 junco;n01530575;[{'class': 'n01534433 junco', 'probability': 0.9097640228271484}, {'class': 'n01530575 brambling', 'probability': 0.05852866649627685}, {'class': 'n01580077 jay', 'probability': 0.009449038505554199}, {'class': 'n01592084 chickadee', 'probability': 0.0077937662601470946}, {'class': 'n01531178 goldfinch', 'probability': 0.004218281805515289}]
../dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00002023.JPEG;0.997076644897461;n01530575 brambling;n01530575;[{'class': 'n01530575 brambling', 'probability': 0.997076644897461}, {'class': 'n01534433 junco', 'probability': 0.001237221509218216}, {'class': 'n02025239 ruddy_turnstone', 'probability': 0.0009809206426143646}, {'class': 'n02027492 red-backed_sandpiper', 'probability': 0.0003555227816104889}, {'class': 'n01532829 house_finch', 'probability': 0.00012423476204276085}]
../dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00002191.JPEG;0.5881077575683594;n01530575 brambling;n01530575;[{'class': 'n01530575 brambling', 'probability': 0.5881077575683594}, {'class': 'n01534433 junco', 'probability': 0.21005054473876952}, {'class': 'n02027492 red-backed_sandpiper', 'probability': 0.06034410953521729}, {'class': 'n01592084 chickadee', 'probability': 0.027800583839416505}, {'class': 'n02025239 ruddy_turnstone', 'probability': 0.021582324504852295}]
../dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00045172.JPEG;0.6474102783203125;n01534433 junco;n01530575;[{'class': 'n01534433 junco', 'probability': 0.6474102783203125}, {'class': 'n01537544 indigo_bunting', 'probability': 0.17137624740600585}, {'class': 'n01592084 chickadee', 'probability': 0.08923382759094238}, {'class': 'n01580077 jay', 'probability': 0.037561445236206054}, {'class': 'n01530575 brambling', 'probability': 0.024729197025299073}]
../dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00001274.JPEG;0.5269178771972656;n01534433 junco;n01531178;[{'class': 'n01534433 junco', 'probability': 0.5269178771972656}, {'class': 'n01532829 house_finch', 'probability': 0.22316938400268554}, {'class': 'n01531178 goldfinch', 'probability': 0.09643831253051757}, {'class': 'n01537544 indigo_bunting', 'probability': 0.07519510269165039}, {'class': 'n01530575 brambling', 'probability': 0.038981921672821045}]
../dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00025151.JPEG;0.3811593246459961;n01534433 junco;n01531178;[{'class': 'n01534433 junco', 'probability': 0.3811593246459961}, {'class': 'n01592084 chickadee', 'probability': 0.30606252670288087}, {'class': 'n01531178 goldfinch', 'probability': 0.08409466743469238}, {'class': 'n01833805 hummingbird', 'probability': 0.059885711669921876}, {'class': 'n02058221 albatross', 'probability': 0.037079951763153075}]
../dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00029581.JPEG;0.7532906341552734;n01534433 junco;n01531178;[{'class': 'n01534433 junco', 'probability': 0.7532906341552734}, {'class': 'n01592084 chickadee', 'probability': 0.10189062118530273}, {'class': 'n01532829 house_finch', 'probability': 0.07058430671691894}, {'class': 'n01530575 brambling', 'probability': 0.02999692678451538}, {'class': 'n01580077 jay', 'probability': 0.013875603675842285}]
../dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00048710.JPEG;0.45791389465332033;n01531178 goldfinch;n01531178;[{'class': 'n01531178 goldfinch', 'probability': 0.45791389465332033}, {'class': 'n01580077 jay', 'probability': 0.20189189910888672}, {'class': 'n01530575 brambling', 'probability': 0.098988618850708}, {'class': 'n01592084 chickadee', 'probability': 0.08397994995117188}, {'class': 'n01796340 ptarmigan', 'probability': 0.07125613689422608}]
../dataset/imagenet-mini/val/n01532829/ILSVRC2012_val_00013456.JPEG;0.3120632743835449;n03876231 paintbrush;n01532829;[{'class': 'n03876231 paintbrush', 'probability': 0.3120632743835449}, {'class': 'n02843684 birdhouse', 'probability': 0.12185288429260253}, {'class': 'n03804744 nail', 'probability': 0.10874584197998047}, {'class': 'n03930313 picket_fence', 'probability': 0.058218226432800294}, {'class': 'n01532829 house_finch', 'probability': 0.05009868144989014}]
../dataset/imagenet-mini/val/n01532829/ILSVRC2012_val_00028791.JPEG;0.9006087493896484;n01532829 house_finch;n01532829;[{'class': 'n01532829 house_finch', 'probability': 0.9006087493896484}, {'class': 'n01534433 junco', 'probability': 0.056635141372680664}, {'class': 'n01530575 brambling', 'probability': 0.016740021705627443}, {'class': 'n01797886 ruffed_grouse', 'probability': 0.007468259334564209}, {'class': 'n01592084 chickadee', 'probability': 0.005135626196861267}]
../dataset/imagenet-mini/val/n01532829/ILSVRC2012_val_00043392.JPEG;0.9989292907714844;n01532829 house_finch;n01532829;[{'class': 'n01532829 house_finch', 'probability': 0.9989292907714844}, {'class': 'n01530575 brambling', 'probability': 0.00024563077837228773}, {'class': 'n01592084 chickadee', 'probability': 0.0002429288811981678}, {'class': 'n01534433 junco', 'probability': 0.0002406240813434124}, {'class': 'n01537544 indigo_bunting', 'probability': 0.00018249725922942162}]
../dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00001915.JPEG;0.9998707580566406;n01534433 junco;n01534433;[{'class': 'n01534433 junco', 'probability': 0.9998707580566406}, {'class': 'n01592084 chickadee', 'probability': 0.00010259547270834446}, {'class': 'n01601694 water_ouzel', 'probability': 7.291240035556257e-06}, {'class': 'n01530575 brambling', 'probability': 7.279359269887209e-06}, {'class': 'n01580077 jay', 'probability': 4.411021654959768e-06}]
../dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00004245.JPEG;0.9994867706298828;n01534433 junco;n01534433;[{'class': 'n01534433 junco', 'probability': 0.9994867706298828}, {'class': 'n01592084 chickadee', 'probability': 0.0003887709230184555}, {'class': 'n01530575 brambling', 'probability': 6.051033735275269e-05}, {'class': 'n01532829 house_finch', 'probability': 4.378259647637606e-05}, {'class': 'n01537544 indigo_bunting', 'probability': 1.3949867570772767e-05}]
../dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00027831.JPEG;0.9772164916992188;n01534433 junco;n01534433;[{'class': 'n01534433 junco', 'probability': 0.9772164916992188}, {'class': 'n01532829 house_finch', 'probability': 0.007641748189926147}, {'class': 'n01592084 chickadee', 'probability': 0.005174759030342102}, {'class': 'n01530575 brambling', 'probability': 0.004361230731010437}, {'class': 'n04604644 worm_fence', 'probability': 0.0029401972889900206}]
../dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00047333.JPEG;0.9935633087158203;n01534433 junco;n01534433;[{'class': 'n01534433 junco', 'probability': 0.9935633087158203}, {'class': 'n01532829 house_finch', 'probability': 0.0028951504826545717}, {'class': 'n01601694 water_ouzel', 'probability': 0.0012928861379623412}, {'class': 'n01530575 brambling', 'probability': 0.0010431163012981416}, {'class': 'n01560419 bulbul', 'probability': 0.0004930581152439117}]
../dataset/imagenet-mini/val/n01537544/ILSVRC2012_val_00023438.JPEG;0.8950846099853516;n01534433 junco;n01537544;[{'class': 'n01534433 junco', 'probability': 0.8950846099853516}, {'class': 'n01537544 indigo_bunting', 'probability': 0.031069931983947755}, {'class': 'n01530575 brambling', 'probability': 0.026026978492736816}, {'class': 'n01532829 house_finch', 'probability': 0.02018160581588745}, {'class': 'n01592084 chickadee', 'probability': 0.015069093704223633}]
../dataset/imagenet-mini/val/n01537544/ILSVRC2012_val_00023573.JPEG;0.6604241943359375;n01532829 house_finch;n01537544;[{'class': 'n01532829 house_finch', 'probability': 0.6604241943359375}, {'class': 'n01534433 junco', 'probability': 0.15865378379821776}, {'class': 'n01537544 indigo_bunting', 'probability': 0.07336051940917969}, {'class': 'n01558993 robin', 'probability': 0.02802334785461426}, {'class': 'n01592084 chickadee', 'probability': 0.02686690092086792}]
../dataset/imagenet-mini/val/n01537544/ILSVRC2012_val_00036431.JPEG;0.35937263488769533;n01614925 bald_eagle;n01537544;[{'class': 'n01614925 bald_eagle', 'probability': 0.35937263488769533}, {'class': 'n01616318 vulture', 'probability': 0.25215381622314453}, {'class': 'n01608432 kite', 'probability': 0.07640388011932372}, {'class': 'n01582220 magpie', 'probability': 0.07361274242401122}, {'class': 'n02002556 white_stork', 'probability': 0.06604118824005127}]
../dataset/imagenet-mini/val/n01537544/ILSVRC2012_val_00041252.JPEG;0.2976584053039551;n04204347 shopping_cart;n01537544;[{'class': 'n04204347 shopping_cart', 'probability': 0.2976584053039551}, {'class': 'n03000134 chainlink_fence', 'probability': 0.041775565147399905}, {'class': 'n04005630 prison', 'probability': 0.04008930206298828}, {'class': 'n02930766 cab', 'probability': 0.019602391719818115}, {'class': 'n02788148 bannister', 'probability': 0.018672136068344117}]
../dataset/imagenet-mini/val/n01558993/ILSVRC2012_val_00001598.JPEG;0.19109025955200196;n02011460 bittern;n01558993;[{'class': 'n02011460 bittern', 'probability': 0.19109025955200196}, {'class': 'n02018795 bustard', 'probability': 0.13917432785034178}, {'class': 'n02012849 crane', 'probability': 0.10652397155761718}, {'class': 'n02009229 little_blue_heron', 'probability': 0.10256216049194336}, {'class': 'n02009912 American_egret', 'probability': 0.08720356941223145}]
../dataset/imagenet-mini/val/n01558993/ILSVRC2012_val_00027535.JPEG;0.9372164916992187;n01558993 robin;n01558993;[{'class': 'n01558993 robin', 'probability': 0.9372164916992187}, {'class': 'n01534433 junco', 'probability': 0.03674540758132935}, {'class': 'n01532829 house_finch', 'probability': 0.014464004039764404}, {'class': 'n01560419 bulbul', 'probability': 0.005541613698005677}, {'class': 'n01530575 brambling', 'probability': 0.0023983944952487945}]
../dataset/imagenet-mini/val/n01558993/ILSVRC2012_val_00043300.JPEG;0.4309051895141602;n01806567 quail;n01558993;[{'class': 'n01806567 quail', 'probability': 0.4309051895141602}, {'class': 'n01558993 robin', 'probability': 0.1442737865447998}, {'class': 'n01797886 ruffed_grouse', 'probability': 0.10553624153137207}, {'class': 'n01622779 great_grey_owl', 'probability': 0.06675221920013427}, {'class': 'n01532829 house_finch', 'probability': 0.06450311183929443}]
