image;probability;guess_class;real_class;other_predictions
dataset/imagenet-mini/val/n01443537/ILSVRC2012_val_00020822.JPEG;0.4368143379688263;n03980874 poncho;n01443537;[{'probability': 0.4368143379688263, 'class': 'n03980874 poncho'}, {'probability': 0.24617083370685577, 'class': 'n01985128 crayfish, crawfish, crawdad, crawdaddy'}, {'probability': 0.0357883982360363, 'class': 'n02869837 bonnet, poke bonnet'}, {'probability': 0.03275495395064354, 'class': 'n04259630 sombrero'}, {'probability': 0.02696024812757969, 'class': 'n04033995 quilt, comforter, comfort, puff'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00014467.JPEG;0.9798926115036011;n01498041 stingray;n01484850;[{'probability': 0.9798926115036011, 'class': 'n01498041 stingray'}, {'probability': 0.006835554726421833, 'class': 'n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias'}, {'probability': 0.005315540358424187, 'class': 'n09421951 sandbar, sand bar'}, {'probability': 0.0021253901068121195, 'class': 'n04613696 yurt'}, {'probability': 0.0011411033337935805, 'class': 'n01943899 conch'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00019409.JPEG;0.35640662908554077;n03733805 measuring cup;n01484850;[{'probability': 0.35640662908554077, 'class': 'n03733805 measuring cup'}, {'probability': 0.2205205112695694, 'class': 'n15075141 toilet tissue, toilet paper, bathroom tissue'}, {'probability': 0.08818048983812332, 'class': 'n04367480 swab, swob, mop'}, {'probability': 0.05306430906057358, 'class': 'n04584207 wig'}, {'probability': 0.04460364952683449, 'class': 'n02085936 Maltese dog, Maltese terrier, Maltese'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00027514.JPEG;0.6640262007713318;n03868863 oxygen mask;n01484850;[{'probability': 0.6640262007713318, 'class': 'n03868863 oxygen mask'}, {'probability': 0.07860170304775238, 'class': 'n03544143 hourglass'}, {'probability': 0.06530942767858505, 'class': 'n04033901 quill, quill pen'}, {'probability': 0.024533674120903015, 'class': 'n03125729 cradle'}, {'probability': 0.018753837794065475, 'class': 'n07749582 lemon'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00030127.JPEG;0.26841530203819275;n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita;n01484850;[{'probability': 0.26841530203819275, 'class': 'n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita'}, {'probability': 0.14448495209217072, 'class': 'n02640242 sturgeon'}, {'probability': 0.11817940324544907, 'class': 'n02009912 American egret, great white heron, Egretta albus'}, {'probability': 0.1068764179944992, 'class': 'n03788365 mosquito net'}, {'probability': 0.05022149905562401, 'class': 'n03958227 plastic bag'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00039445.JPEG;0.7421744465827942;n01498041 stingray;n01484850;[{'probability': 0.7421744465827942, 'class': 'n01498041 stingray'}, {'probability': 0.2026122659444809, 'class': 'n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius'}, {'probability': 0.016491899266839027, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.011136078275740147, 'class': 'n02640242 sturgeon'}, {'probability': 0.007363418582826853, 'class': 'n09421951 sandbar, sand bar'}]
dataset/imagenet-mini/val/n01491361/ILSVRC2012_val_00007875.JPEG;0.07669000327587128;n01494475 hammerhead, hammerhead shark;n01491361;[{'probability': 0.07669000327587128, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.07314950227737427, 'class': 'n01753488 horned viper, cerastes, sand viper, horned asp, Cerastes cornutus'}, {'probability': 0.055884115397930145, 'class': 'n01770393 scorpion'}, {'probability': 0.03818714991211891, 'class': 'n03729826 matchstick'}, {'probability': 0.03777441009879112, 'class': 'n02219486 ant, emmet, pismire'}]
dataset/imagenet-mini/val/n01491361/ILSVRC2012_val_00015631.JPEG;0.06457251310348511;n02883205 bow tie, bow-tie, bowtie;n01491361;[{'probability': 0.06457251310348511, 'class': 'n02883205 bow tie, bow-tie, bowtie'}, {'probability': 0.05513506755232811, 'class': 'n03908714 pencil sharpener'}, {'probability': 0.04153241217136383, 'class': 'n04251144 snorkel'}, {'probability': 0.04138556867837906, 'class': 'n04404412 television, television system'}, {'probability': 0.03606747090816498, 'class': 'n03483316 hand blower, blow dryer, blow drier, hair dryer, hair drier'}]
dataset/imagenet-mini/val/n01491361/ILSVRC2012_val_00026001.JPEG;0.7015205025672913;n01494475 hammerhead, hammerhead shark;n01491361;[{'probability': 0.7015205025672913, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.1351681649684906, 'class': 'n01491361 tiger shark, Galeocerdo cuvieri'}, {'probability': 0.05045309662818909, 'class': 'n01496331 electric ray, crampfish, numbfish, torpedo'}, {'probability': 0.02144528552889824, 'class': 'n01943899 conch'}, {'probability': 0.02091660536825657, 'class': 'n01498041 stingray'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00012546.JPEG;0.18608848750591278;n03814906 necklace;n01494475;[{'probability': 0.18608848750591278, 'class': 'n03814906 necklace'}, {'probability': 0.08333463221788406, 'class': 'n02088238 basset, basset hound'}, {'probability': 0.05469150096178055, 'class': 'n04141076 sax, saxophone'}, {'probability': 0.049237210303545, 'class': 'n04482393 tricycle, trike, velocipede'}, {'probability': 0.04360602796077728, 'class': 'n04376876 syringe'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00016259.JPEG;0.5035890936851501;n01494475 hammerhead, hammerhead shark;n01494475;[{'probability': 0.5035890936851501, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.03989867493510246, 'class': 'n04266014 space shuttle'}, {'probability': 0.03700999170541763, 'class': 'n04376876 syringe'}, {'probability': 0.03623542562127113, 'class': 'n03887697 paper towel'}, {'probability': 0.028839081525802612, 'class': 'n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00027160.JPEG;0.21148797869682312;n07749582 lemon;n01494475;[{'probability': 0.21148797869682312, 'class': 'n07749582 lemon'}, {'probability': 0.14447584748268127, 'class': 'n12144580 corn'}, {'probability': 0.08813608437776566, 'class': 'n07584110 consomme'}, {'probability': 0.057015310972929, 'class': 'n07747607 orange'}, {'probability': 0.04072284698486328, 'class': 'n07720875 bell pepper'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00034178.JPEG;0.08100344240665436;n03788365 mosquito net;n01494475;[{'probability': 0.08100344240665436, 'class': 'n03788365 mosquito net'}, {'probability': 0.045454636216163635, 'class': 'n04209239 shower curtain'}, {'probability': 0.031570445746183395, 'class': 'n09288635 geyser'}, {'probability': 0.029351497069001198, 'class': 'n04597913 wooden spoon'}, {'probability': 0.027502376586198807, 'class': 'n09229709 bubble'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00039588.JPEG;0.6499549150466919;n01491361 tiger shark, Galeocerdo cuvieri;n01494475;[{'probability': 0.6499549150466919, 'class': 'n01491361 tiger shark, Galeocerdo cuvieri'}, {'probability': 0.33083680272102356, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.016418667510151863, 'class': 'n01496331 electric ray, crampfish, numbfish, torpedo'}, {'probability': 0.001241453574039042, 'class': 'n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias'}, {'probability': 0.0011799465864896774, 'class': 'n01498041 stingray'}]
dataset/imagenet-mini/val/n01496331/ILSVRC2012_val_00007569.JPEG;0.5887147784233093;n01496331 electric ray, crampfish, numbfish, torpedo;n01496331;[{'probability': 0.5887147784233093, 'class': 'n01496331 electric ray, crampfish, numbfish, torpedo'}, {'probability': 0.18509969115257263, 'class': 'n03445777 golf ball'}, {'probability': 0.10848540812730789, 'class': 'n03759954 microphone, mike'}, {'probability': 0.04244105890393257, 'class': 'n04332243 strainer'}, {'probability': 0.014641270972788334, 'class': 'n03271574 electric fan, blower'}]
dataset/imagenet-mini/val/n01496331/ILSVRC2012_val_00017196.JPEG;0.3776282072067261;n01491361 tiger shark, Galeocerdo cuvieri;n01496331;[{'probability': 0.3776282072067261, 'class': 'n01491361 tiger shark, Galeocerdo cuvieri'}, {'probability': 0.29409489035606384, 'class': 'n01498041 stingray'}, {'probability': 0.24929393827915192, 'class': 'n01943899 conch'}, {'probability': 0.06012328341603279, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.008461096324026585, 'class': 'n01496331 electric ray, crampfish, numbfish, torpedo'}]
dataset/imagenet-mini/val/n01496331/ILSVRC2012_val_00037260.JPEG;0.3094295263290405;n01751748 sea snake;n01496331;[{'probability': 0.3094295263290405, 'class': 'n01751748 sea snake'}, {'probability': 0.21981801092624664, 'class': 'n01498041 stingray'}, {'probability': 0.18924394249916077, 'class': 'n02321529 sea cucumber, holothurian'}, {'probability': 0.07165005803108215, 'class': 'n09256479 coral reef'}, {'probability': 0.0703001469373703, 'class': 'n01917289 brain coral'}]
dataset/imagenet-mini/val/n01498041/ILSVRC2012_val_00013655.JPEG;0.5141324996948242;n07860988 dough;n01498041;[{'probability': 0.5141324996948242, 'class': 'n07860988 dough'}, {'probability': 0.15154193341732025, 'class': 'n01943899 conch'}, {'probability': 0.034176092594861984, 'class': 'n03124170 cowboy hat, ten-gallon hat'}, {'probability': 0.03205902501940727, 'class': 'n07717556 butternut squash'}, {'probability': 0.03189069777727127, 'class': 'n03188531 diaper, nappy, napkin'}]
dataset/imagenet-mini/val/n01498041/ILSVRC2012_val_00032394.JPEG;0.9242687821388245;n01498041 stingray;n01498041;[{'probability': 0.9242687821388245, 'class': 'n01498041 stingray'}, {'probability': 0.07256270200014114, 'class': 'n01496331 electric ray, crampfish, numbfish, torpedo'}, {'probability': 0.0022725453600287437, 'class': 'n02319095 sea urchin'}, {'probability': 0.0005058803944848478, 'class': 'n02321529 sea cucumber, holothurian'}, {'probability': 0.00015347092994488776, 'class': 'n02655020 puffer, pufferfish, blowfish, globefish'}]
dataset/imagenet-mini/val/n01498041/ILSVRC2012_val_00036118.JPEG;0.48729872703552246;n01498041 stingray;n01498041;[{'probability': 0.48729872703552246, 'class': 'n01498041 stingray'}, {'probability': 0.18246188759803772, 'class': 'n03958227 plastic bag'}, {'probability': 0.04684168100357056, 'class': 'n07860988 dough'}, {'probability': 0.04091218486428261, 'class': 'n01943899 conch'}, {'probability': 0.03934944048523903, 'class': 'n01917289 brain coral'}]
dataset/imagenet-mini/val/n01514668/ILSVRC2012_val_00012484.JPEG;0.5017033815383911;n01797886 ruffed grouse, partridge, Bonasa umbellus;n01514668;[{'probability': 0.5017033815383911, 'class': 'n01797886 ruffed grouse, partridge, Bonasa umbellus'}, {'probability': 0.4802376925945282, 'class': 'n01807496 partridge'}, {'probability': 0.007821722887456417, 'class': 'n01616318 vulture'}, {'probability': 0.002795252948999405, 'class': 'n02092339 Weimaraner'}, {'probability': 0.0026092221960425377, 'class': 'n02797295 barrow, garden cart, lawn cart, wheelbarrow'}]
dataset/imagenet-mini/val/n01514668/ILSVRC2012_val_00019101.JPEG;0.9212086796760559;n01514859 hen;n01514668;[{'probability': 0.9212086796760559, 'class': 'n01514859 hen'}, {'probability': 0.07354885339736938, 'class': 'n01514668 cock'}, {'probability': 0.004020193126052618, 'class': 'n01797886 ruffed grouse, partridge, Bonasa umbellus'}, {'probability': 0.000915699522010982, 'class': 'n01807496 partridge'}, {'probability': 0.00019698213145602494, 'class': 'n01798484 prairie chicken, prairie grouse, prairie fowl'}]
dataset/imagenet-mini/val/n01514668/ILSVRC2012_val_00048952.JPEG;0.6392536759376526;n01514668 cock;n01514668;[{'probability': 0.6392536759376526, 'class': 'n01514668 cock'}, {'probability': 0.3051278293132782, 'class': 'n01514859 hen'}, {'probability': 0.027037300169467926, 'class': 'n02113799 standard poodle'}, {'probability': 0.005966602358967066, 'class': 'n02006656 spoonbill'}, {'probability': 0.0056093609891831875, 'class': 'n02098286 West Highland white terrier'}]
dataset/imagenet-mini/val/n01514859/ILSVRC2012_val_00014917.JPEG;0.7253672480583191;n01514859 hen;n01514859;[{'probability': 0.7253672480583191, 'class': 'n01514859 hen'}, {'probability': 0.1868705004453659, 'class': 'n01806143 peacock'}, {'probability': 0.0707801952958107, 'class': 'n01514668 cock'}, {'probability': 0.008403027430176735, 'class': 'n02017213 European gallinule, Porphyrio porphyrio'}, {'probability': 0.005576799623668194, 'class': 'n02012849 crane'}]
dataset/imagenet-mini/val/n01514859/ILSVRC2012_val_00037719.JPEG;0.44901043176651;n03388043 fountain;n01514859;[{'probability': 0.44901043176651, 'class': 'n03388043 fountain'}, {'probability': 0.14970077574253082, 'class': 'n02085936 Maltese dog, Maltese terrier, Maltese'}, {'probability': 0.048059068620204926, 'class': 'n02100735 English setter'}, {'probability': 0.03810176998376846, 'class': 'n02102318 cocker spaniel, English cocker spaniel, cocker'}, {'probability': 0.035861361771821976, 'class': 'n02098286 West Highland white terrier'}]
dataset/imagenet-mini/val/n01514859/ILSVRC2012_val_00048242.JPEG;0.5083693265914917;n03958227 plastic bag;n01514859;[{'probability': 0.5083693265914917, 'class': 'n03958227 plastic bag'}, {'probability': 0.4542657136917114, 'class': 'n01514859 hen'}, {'probability': 0.009075592271983624, 'class': 'n01795545 black grouse'}, {'probability': 0.004202019888907671, 'class': 'n01806143 peacock'}, {'probability': 0.0036720221396535635, 'class': 'n01807496 partridge'}]
dataset/imagenet-mini/val/n01518878/ILSVRC2012_val_00008294.JPEG;0.9974756836891174;n01518878 ostrich, Struthio camelus;n01518878;[{'probability': 0.9974756836891174, 'class': 'n01518878 ostrich, Struthio camelus'}, {'probability': 0.0010471380082890391, 'class': 'n02018795 bustard'}, {'probability': 0.0004855259321630001, 'class': 'n02009912 American egret, great white heron, Egretta albus'}, {'probability': 0.0004308377392590046, 'class': 'n01616318 vulture'}, {'probability': 0.00016768704517744482, 'class': 'n02051845 pelican'}]
dataset/imagenet-mini/val/n01518878/ILSVRC2012_val_00034316.JPEG;0.21708904206752777;n04326547 stone wall;n01518878;[{'probability': 0.21708904206752777, 'class': 'n04326547 stone wall'}, {'probability': 0.11585459858179092, 'class': 'n03388043 fountain'}, {'probability': 0.10570292174816132, 'class': 'n02415577 bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis'}, {'probability': 0.08115290105342865, 'class': 'n02077923 sea lion'}, {'probability': 0.054593224078416824, 'class': 'n01806143 peacock'}]
dataset/imagenet-mini/val/n01518878/ILSVRC2012_val_00048600.JPEG;0.11798879504203796;n01704323 triceratops;n01518878;[{'probability': 0.11798879504203796, 'class': 'n01704323 triceratops'}, {'probability': 0.0994831994175911, 'class': 'n04357314 sunscreen, sunblock, sun blocker'}, {'probability': 0.08098237961530685, 'class': 'n04560804 water jug'}, {'probability': 0.06926063448190689, 'class': 'n03930313 picket fence, paling'}, {'probability': 0.05203534662723541, 'class': 'n02437616 llama'}]
dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00000651.JPEG;0.3882157802581787;n02027492 red-backed sandpiper, dunlin, Erolia alpina;n01530575;[{'probability': 0.3882157802581787, 'class': 'n02027492 red-backed sandpiper, dunlin, Erolia alpina'}, {'probability': 0.23552316427230835, 'class': 'n01945685 slug'}, {'probability': 0.14623017609119415, 'class': 'n02028035 redshank, Tringa totanus'}, {'probability': 0.11493424326181412, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.054538313299417496, 'class': 'n01530575 brambling, Fringilla montifringilla'}]
dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00002023.JPEG;0.6529899835586548;n01530575 brambling, Fringilla montifringilla;n01530575;[{'probability': 0.6529899835586548, 'class': 'n01530575 brambling, Fringilla montifringilla'}, {'probability': 0.16121625900268555, 'class': 'n01796340 ptarmigan'}, {'probability': 0.15442922711372375, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.011832073330879211, 'class': 'n01580077 jay'}, {'probability': 0.005919374525547028, 'class': 'n01532829 house finch, linnet, Carpodacus mexicanus'}]
dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00002191.JPEG;0.292501837015152;n01737021 water snake;n01530575;[{'probability': 0.292501837015152, 'class': 'n01737021 water snake'}, {'probability': 0.14767791330814362, 'class': 'n01986214 hermit crab'}, {'probability': 0.07563192397356033, 'class': 'n01498041 stingray'}, {'probability': 0.036506928503513336, 'class': 'n01664065 loggerhead, loggerhead turtle, Caretta caretta'}, {'probability': 0.03598250821232796, 'class': 'n01985128 crayfish, crawfish, crawdad, crawdaddy'}]
dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00045172.JPEG;0.40282243490219116;n01534433 junco, snowbird;n01530575;[{'probability': 0.40282243490219116, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.36320826411247253, 'class': 'n01580077 jay'}, {'probability': 0.15808910131454468, 'class': 'n01833805 hummingbird'}, {'probability': 0.04545772448182106, 'class': 'n01537544 indigo bunting, indigo finch, indigo bird, Passerina cyanea'}, {'probability': 0.016190405935049057, 'class': 'n01592084 chickadee'}]
dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00001274.JPEG;0.9840061068534851;n01537544 indigo bunting, indigo finch, indigo bird, Passerina cyanea;n01531178;[{'probability': 0.9840061068534851, 'class': 'n01537544 indigo bunting, indigo finch, indigo bird, Passerina cyanea'}, {'probability': 0.00865847710520029, 'class': 'n01580077 jay'}, {'probability': 0.0040796129032969475, 'class': 'n01682714 American chameleon, anole, Anolis carolinensis'}, {'probability': 0.0022290528286248446, 'class': 'n01693334 green lizard, Lacerta viridis'}, {'probability': 0.0002511209459044039, 'class': 'n01687978 agama'}]
dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00025151.JPEG;0.4532417356967926;n01531178 goldfinch, Carduelis carduelis;n01531178;[{'probability': 0.4532417356967926, 'class': 'n01531178 goldfinch, Carduelis carduelis'}, {'probability': 0.38303592801094055, 'class': 'n04131690 saltshaker, salt shaker'}, {'probability': 0.09345396608114243, 'class': 'n01828970 bee eater'}, {'probability': 0.034704070538282394, 'class': 'n09229709 bubble'}, {'probability': 0.006792183965444565, 'class': 'n01608432 kite'}]
dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00029581.JPEG;0.6351703405380249;n01828970 bee eater;n01531178;[{'probability': 0.6351703405380249, 'class': 'n01828970 bee eater'}, {'probability': 0.2767031788825989, 'class': 'n01537544 indigo bunting, indigo finch, indigo bird, Passerina cyanea'}, {'probability': 0.07512650638818741, 'class': 'n01833805 hummingbird'}, {'probability': 0.007915467023849487, 'class': 'n01687978 agama'}, {'probability': 0.0024670150596648455, 'class': 'n01532829 house finch, linnet, Carpodacus mexicanus'}]
dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00048710.JPEG;0.976675808429718;n01537544 indigo bunting, indigo finch, indigo bird, Passerina cyanea;n01531178;[{'probability': 0.976675808429718, 'class': 'n01537544 indigo bunting, indigo finch, indigo bird, Passerina cyanea'}, {'probability': 0.006312529090791941, 'class': 'n01531178 goldfinch, Carduelis carduelis'}, {'probability': 0.003142824862152338, 'class': 'n01580077 jay'}, {'probability': 0.002807822311297059, 'class': 'n01820546 lorikeet'}, {'probability': 0.002589717973023653, 'class': 'n01828970 bee eater'}]
dataset/imagenet-mini/val/n01532829/ILSVRC2012_val_00013456.JPEG;0.317327082157135;n03876231 paintbrush;n01532829;[{'probability': 0.317327082157135, 'class': 'n03876231 paintbrush'}, {'probability': 0.2724595367908478, 'class': 'n04131690 saltshaker, salt shaker'}, {'probability': 0.1012234166264534, 'class': 'n04040759 radiator'}, {'probability': 0.0726710855960846, 'class': 'n04376876 syringe'}, {'probability': 0.06354475021362305, 'class': 'n04557648 water bottle'}]
dataset/imagenet-mini/val/n01532829/ILSVRC2012_val_00028791.JPEG;0.644457995891571;n01580077 jay;n01532829;[{'probability': 0.644457995891571, 'class': 'n01580077 jay'}, {'probability': 0.1707278937101364, 'class': 'n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita'}, {'probability': 0.13186489045619965, 'class': 'n01537544 indigo bunting, indigo finch, indigo bird, Passerina cyanea'}, {'probability': 0.021156026050448418, 'class': 'n01817953 African grey, African gray, Psittacus erithacus'}, {'probability': 0.004311203025281429, 'class': 'n01592084 chickadee'}]
dataset/imagenet-mini/val/n01532829/ILSVRC2012_val_00043392.JPEG;0.973466157913208;n01537544 indigo bunting, indigo finch, indigo bird, Passerina cyanea;n01532829;[{'probability': 0.973466157913208, 'class': 'n01537544 indigo bunting, indigo finch, indigo bird, Passerina cyanea'}, {'probability': 0.023554498329758644, 'class': 'n01532829 house finch, linnet, Carpodacus mexicanus'}, {'probability': 0.0019904524087905884, 'class': 'n01560419 bulbul'}, {'probability': 0.0002776994660962373, 'class': 'n01580077 jay'}, {'probability': 0.00024161947658285499, 'class': 'n01843065 jacamar'}]
dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00001915.JPEG;0.9992008805274963;n01534433 junco, snowbird;n01534433;[{'probability': 0.9992008805274963, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.0003732916375156492, 'class': 'n01592084 chickadee'}, {'probability': 0.0001285703619942069, 'class': 'n01580077 jay'}, {'probability': 8.582293230574578e-05, 'class': 'n01806567 quail'}, {'probability': 6.04143860982731e-05, 'class': 'n01601694 water ouzel, dipper'}]
dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00004245.JPEG;0.5619537234306335;n01534433 junco, snowbird;n01534433;[{'probability': 0.5619537234306335, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.31448039412498474, 'class': 'n01592084 chickadee'}, {'probability': 0.058471038937568665, 'class': 'n02280649 cabbage butterfly'}, {'probability': 0.01097913458943367, 'class': 'n01558993 robin, American robin, Turdus migratorius'}, {'probability': 0.008144804276525974, 'class': 'n01580077 jay'}]
dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00027831.JPEG;0.9934576153755188;n01534433 junco, snowbird;n01534433;[{'probability': 0.9934576153755188, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.0038249478675425053, 'class': 'n03930313 picket fence, paling'}, {'probability': 0.0021852084901183844, 'class': 'n01580077 jay'}, {'probability': 0.0003650861035566777, 'class': 'n01592084 chickadee'}, {'probability': 7.251756323967129e-05, 'class': 'n01560419 bulbul'}]
