image;probability;guess_class;real_class;other_predictions
dataset/imagenet-mini/val/n01443537/ILSVRC2012_val_00020822.JPEG;0.047672104090452194;n02869837 bonnet, poke bonnet;n01443537;[{'probability': 0.047672104090452194, 'class': 'n02869837 bonnet, poke bonnet'}, {'probability': 0.04101520776748657, 'class': 'n02804414 bassinet'}, {'probability': 0.03135494515299797, 'class': 'n03958227 plastic bag'}, {'probability': 0.0300410408526659, 'class': 'n01704323 triceratops'}, {'probability': 0.026777442544698715, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00014467.JPEG;0.06778450310230255;n09421951 sandbar, sand bar;n01484850;[{'probability': 0.06778450310230255, 'class': 'n09421951 sandbar, sand bar'}, {'probability': 0.0625886544585228, 'class': 'n01498041 stingray'}, {'probability': 0.0591568723320961, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}, {'probability': 0.05206489935517311, 'class': 'n02074367 dugong, Dugong dugon'}, {'probability': 0.03482377529144287, 'class': 'n02807133 bathing cap, swimming cap'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00019409.JPEG;0.11361847072839737;n04033901 quill, quill pen;n01484850;[{'probability': 0.11361847072839737, 'class': 'n04033901 quill, quill pen'}, {'probability': 0.09096033126115799, 'class': 'n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias'}, {'probability': 0.07383047044277191, 'class': 'n02074367 dugong, Dugong dugon'}, {'probability': 0.06434454023838043, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}, {'probability': 0.06271446496248245, 'class': 'n03825788 nipple'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00027514.JPEG;0.07958849519491196;n02869837 bonnet, poke bonnet;n01484850;[{'probability': 0.07958849519491196, 'class': 'n02869837 bonnet, poke bonnet'}, {'probability': 0.07374271750450134, 'class': 'n03125729 cradle'}, {'probability': 0.06907617300748825, 'class': 'n03958227 plastic bag'}, {'probability': 0.06541304290294647, 'class': 'n03868863 oxygen mask'}, {'probability': 0.061142560094594955, 'class': 'n07930864 cup'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00030127.JPEG;0.20592573285102844;n03160309 dam, dike, dyke;n01484850;[{'probability': 0.20592573285102844, 'class': 'n03160309 dam, dike, dyke'}, {'probability': 0.11756737530231476, 'class': 'n04366367 suspension bridge'}, {'probability': 0.09047076851129532, 'class': 'n03457902 greenhouse, nursery, glasshouse'}, {'probability': 0.08082006871700287, 'class': 'n04204347 shopping cart'}, {'probability': 0.03585701808333397, 'class': 'n04311004 steel arch bridge'}]
dataset/imagenet-mini/val/n01484850/ILSVRC2012_val_00039445.JPEG;0.3927980959415436;n02066245 grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus;n01484850;[{'probability': 0.3927980959415436, 'class': 'n02066245 grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus'}, {'probability': 0.11340085417032242, 'class': 'n01665541 leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea'}, {'probability': 0.07285994291305542, 'class': 'n02077923 sea lion'}, {'probability': 0.07081959396600723, 'class': 'n09428293 seashore, coast, seacoast, sea-coast'}, {'probability': 0.03821970149874687, 'class': 'n09421951 sandbar, sand bar'}]
dataset/imagenet-mini/val/n01491361/ILSVRC2012_val_00007875.JPEG;0.13891251385211945;n02692877 airship, dirigible;n01491361;[{'probability': 0.13891251385211945, 'class': 'n02692877 airship, dirigible'}, {'probability': 0.057246603071689606, 'class': 'n01498041 stingray'}, {'probability': 0.04664008691906929, 'class': 'n02111889 Samoyed, Samoyede'}, {'probability': 0.046524450182914734, 'class': 'n09229709 bubble'}, {'probability': 0.04401890188455582, 'class': 'n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'}]
dataset/imagenet-mini/val/n01491361/ILSVRC2012_val_00015631.JPEG;0.17092843353748322;n01498041 stingray;n01491361;[{'probability': 0.17092843353748322, 'class': 'n01498041 stingray'}, {'probability': 0.10186687856912613, 'class': 'n09229709 bubble'}, {'probability': 0.06462729722261429, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.032412923872470856, 'class': 'n04493381 tub, vat'}, {'probability': 0.021818483248353004, 'class': 'n01910747 jellyfish'}]
dataset/imagenet-mini/val/n01491361/ILSVRC2012_val_00026001.JPEG;0.3360518515110016;n01494475 hammerhead, hammerhead shark;n01491361;[{'probability': 0.3360518515110016, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.13630278408527374, 'class': 'n01491361 tiger shark, Galeocerdo cuvieri'}, {'probability': 0.07972683757543564, 'class': 'n01498041 stingray'}, {'probability': 0.07564689964056015, 'class': 'n01943899 conch'}, {'probability': 0.0478351004421711, 'class': 'n02317335 starfish, sea star'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00012546.JPEG;0.03419940918684006;n04554684 washer, automatic washer, washing machine;n01494475;[{'probability': 0.03419940918684006, 'class': 'n04554684 washer, automatic washer, washing machine'}, {'probability': 0.029379401355981827, 'class': 'n03891332 parking meter'}, {'probability': 0.023583227768540382, 'class': 'n04509417 unicycle, monocycle'}, {'probability': 0.022056952118873596, 'class': 'n04204347 shopping cart'}, {'probability': 0.021166043356060982, 'class': 'n03733281 maze, labyrinth'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00016259.JPEG;0.6872389316558838;n01494475 hammerhead, hammerhead shark;n01494475;[{'probability': 0.6872389316558838, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.07838241010904312, 'class': 'n03773504 missile'}, {'probability': 0.06489861756563187, 'class': 'n01491361 tiger shark, Galeocerdo cuvieri'}, {'probability': 0.046861086040735245, 'class': 'n04008634 projectile, missile'}, {'probability': 0.034075263887643814, 'class': 'n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00027160.JPEG;0.08393201977014542;n02837789 bikini, two-piece;n01494475;[{'probability': 0.08393201977014542, 'class': 'n02837789 bikini, two-piece'}, {'probability': 0.07122810930013657, 'class': 'n09229709 bubble'}, {'probability': 0.05821513012051582, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.019982483237981796, 'class': 'n03388043 fountain'}, {'probability': 0.019963456317782402, 'class': 'n02892767 brassiere, bra, bandeau'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00034178.JPEG;0.0984470322728157;n04493381 tub, vat;n01494475;[{'probability': 0.0984470322728157, 'class': 'n04493381 tub, vat'}, {'probability': 0.06677111983299255, 'class': 'n02808440 bathtub, bathing tub, bath, tub'}, {'probability': 0.04195946455001831, 'class': 'n09229709 bubble'}, {'probability': 0.036842476576566696, 'class': 'n04252225 snowplow, snowplough'}, {'probability': 0.029233193024992943, 'class': 'n09428293 seashore, coast, seacoast, sea-coast'}]
dataset/imagenet-mini/val/n01494475/ILSVRC2012_val_00039588.JPEG;0.7714996337890625;n01494475 hammerhead, hammerhead shark;n01494475;[{'probability': 0.7714996337890625, 'class': 'n01494475 hammerhead, hammerhead shark'}, {'probability': 0.1992049515247345, 'class': 'n01491361 tiger shark, Galeocerdo cuvieri'}, {'probability': 0.026529774069786072, 'class': 'n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias'}, {'probability': 0.0009252888266928494, 'class': 'n01498041 stingray'}, {'probability': 0.0005234856507740915, 'class': 'n01496331 electric ray, crampfish, numbfish, torpedo'}]
dataset/imagenet-mini/val/n01496331/ILSVRC2012_val_00007569.JPEG;0.3129064738750458;n01496331 electric ray, crampfish, numbfish, torpedo;n01496331;[{'probability': 0.3129064738750458, 'class': 'n01496331 electric ray, crampfish, numbfish, torpedo'}, {'probability': 0.30184584856033325, 'class': 'n04332243 strainer'}, {'probability': 0.11408323794603348, 'class': 'n03759954 microphone, mike'}, {'probability': 0.045375239104032516, 'class': 'n04286575 spotlight, spot'}, {'probability': 0.021988702937960625, 'class': 'n03314780 face powder'}]
dataset/imagenet-mini/val/n01496331/ILSVRC2012_val_00017196.JPEG;0.20425395667552948;n01491361 tiger shark, Galeocerdo cuvieri;n01496331;[{'probability': 0.20425395667552948, 'class': 'n01491361 tiger shark, Galeocerdo cuvieri'}, {'probability': 0.1466798335313797, 'class': 'n01498041 stingray'}, {'probability': 0.08429916948080063, 'class': 'n01496331 electric ray, crampfish, numbfish, torpedo'}, {'probability': 0.058713264763355255, 'class': 'n02536864 coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch'}, {'probability': 0.04775683954358101, 'class': 'n01494475 hammerhead, hammerhead shark'}]
dataset/imagenet-mini/val/n01496331/ILSVRC2012_val_00037260.JPEG;0.07540449500083923;n03887697 paper towel;n01496331;[{'probability': 0.07540449500083923, 'class': 'n03887697 paper towel'}, {'probability': 0.05481570586562157, 'class': 'n03388043 fountain'}, {'probability': 0.02751130796968937, 'class': 'n03485794 handkerchief, hankie, hanky, hankey'}, {'probability': 0.02127251774072647, 'class': 'n04589890 window screen'}, {'probability': 0.019546475261449814, 'class': 'n01498041 stingray'}]
dataset/imagenet-mini/val/n01498041/ILSVRC2012_val_00013655.JPEG;0.12905485928058624;n01498041 stingray;n01498041;[{'probability': 0.12905485928058624, 'class': 'n01498041 stingray'}, {'probability': 0.04748068004846573, 'class': 'n03887697 paper towel'}, {'probability': 0.03841657191514969, 'class': 'n02892767 brassiere, bra, bandeau'}, {'probability': 0.03839483857154846, 'class': 'n03314780 face powder'}, {'probability': 0.038335930556058884, 'class': 'n15075141 toilet tissue, toilet paper, bathroom tissue'}]
dataset/imagenet-mini/val/n01498041/ILSVRC2012_val_00032394.JPEG;0.4882154166698456;n07860988 dough;n01498041;[{'probability': 0.4882154166698456, 'class': 'n07860988 dough'}, {'probability': 0.03336050733923912, 'class': 'n01498041 stingray'}, {'probability': 0.03260233998298645, 'class': 'n01943899 conch'}, {'probability': 0.028833305463194847, 'class': 'n01910747 jellyfish'}, {'probability': 0.02687573805451393, 'class': 'n01917289 brain coral'}]
dataset/imagenet-mini/val/n01498041/ILSVRC2012_val_00036118.JPEG;0.20829728245735168;n04209133 shower cap;n01498041;[{'probability': 0.20829728245735168, 'class': 'n04209133 shower cap'}, {'probability': 0.13810749351978302, 'class': 'n09229709 bubble'}, {'probability': 0.0421927347779274, 'class': 'n01910747 jellyfish'}, {'probability': 0.027759850025177002, 'class': 'n03958227 plastic bag'}, {'probability': 0.026379704475402832, 'class': 'n10148035 groom, bridegroom'}]
dataset/imagenet-mini/val/n01514668/ILSVRC2012_val_00012484.JPEG;0.22365668416023254;n01797886 ruffed grouse, partridge, Bonasa umbellus;n01514668;[{'probability': 0.22365668416023254, 'class': 'n01797886 ruffed grouse, partridge, Bonasa umbellus'}, {'probability': 0.16045939922332764, 'class': 'n01796340 ptarmigan'}, {'probability': 0.10030908137559891, 'class': 'n01806567 quail'}, {'probability': 0.0928250178694725, 'class': 'n01807496 partridge'}, {'probability': 0.04344719275832176, 'class': 'n01560419 bulbul'}]
dataset/imagenet-mini/val/n01514668/ILSVRC2012_val_00019101.JPEG;0.6051914095878601;n01514668 cock;n01514668;[{'probability': 0.6051914095878601, 'class': 'n01514668 cock'}, {'probability': 0.336837500333786, 'class': 'n01514859 hen'}, {'probability': 0.016730166971683502, 'class': 'n01616318 vulture'}, {'probability': 0.009462989866733551, 'class': 'n01807496 partridge'}, {'probability': 0.0064228372648358345, 'class': 'n02437616 llama'}]
dataset/imagenet-mini/val/n01514668/ILSVRC2012_val_00048952.JPEG;0.17373986542224884;n02105641 Old English sheepdog, bobtail;n01514668;[{'probability': 0.17373986542224884, 'class': 'n02105641 Old English sheepdog, bobtail'}, {'probability': 0.13492795825004578, 'class': 'n02095889 Sealyham terrier, Sealyham'}, {'probability': 0.1026216521859169, 'class': 'n02105505 komondor'}, {'probability': 0.06318798661231995, 'class': 'n02085936 Maltese dog, Maltese terrier, Maltese'}, {'probability': 0.06288007646799088, 'class': 'n02113712 miniature poodle'}]
dataset/imagenet-mini/val/n01514859/ILSVRC2012_val_00014917.JPEG;0.10279522091150284;n02018795 bustard;n01514859;[{'probability': 0.10279522091150284, 'class': 'n02018795 bustard'}, {'probability': 0.07095962017774582, 'class': 'n01518878 ostrich, Struthio camelus'}, {'probability': 0.022322772070765495, 'class': 'n01806567 quail'}, {'probability': 0.021746467798948288, 'class': 'n02033041 dowitcher'}, {'probability': 0.0187987070530653, 'class': 'n01514859 hen'}]
dataset/imagenet-mini/val/n01514859/ILSVRC2012_val_00037719.JPEG;0.140948086977005;n02105505 komondor;n01514859;[{'probability': 0.140948086977005, 'class': 'n02105505 komondor'}, {'probability': 0.13981154561042786, 'class': 'n02098105 soft-coated wheaten terrier'}, {'probability': 0.03651345148682594, 'class': 'n03404251 fur coat'}, {'probability': 0.030253933742642403, 'class': 'n02088094 Afghan hound, Afghan'}, {'probability': 0.029648391529917717, 'class': 'n02102318 cocker spaniel, English cocker spaniel, cocker'}]
dataset/imagenet-mini/val/n01514859/ILSVRC2012_val_00048242.JPEG;0.8742727637290955;n01514859 hen;n01514859;[{'probability': 0.8742727637290955, 'class': 'n01514859 hen'}, {'probability': 0.03259942680597305, 'class': 'n01807496 partridge'}, {'probability': 0.025248387828469276, 'class': 'n01797886 ruffed grouse, partridge, Bonasa umbellus'}, {'probability': 0.024414001032710075, 'class': 'n01514668 cock'}, {'probability': 0.01973479799926281, 'class': 'n01798484 prairie chicken, prairie grouse, prairie fowl'}]
dataset/imagenet-mini/val/n01518878/ILSVRC2012_val_00008294.JPEG;0.5327584147453308;n02051845 pelican;n01518878;[{'probability': 0.5327584147453308, 'class': 'n02051845 pelican'}, {'probability': 0.16017664968967438, 'class': 'n01518878 ostrich, Struthio camelus'}, {'probability': 0.07572929561138153, 'class': 'n04033901 quill, quill pen'}, {'probability': 0.02821018360555172, 'class': 'n02018795 bustard'}, {'probability': 0.02677157334983349, 'class': 'n02009912 American egret, great white heron, Egretta albus'}]
dataset/imagenet-mini/val/n01518878/ILSVRC2012_val_00034316.JPEG;0.16867122054100037;n07802026 hay;n01518878;[{'probability': 0.16867122054100037, 'class': 'n07802026 hay'}, {'probability': 0.07867205888032913, 'class': 'n04208210 shovel'}, {'probability': 0.05715201422572136, 'class': 'n02105505 komondor'}, {'probability': 0.044435665011405945, 'class': 'n04326547 stone wall'}, {'probability': 0.03719179332256317, 'class': 'n02906734 broom'}]
dataset/imagenet-mini/val/n01518878/ILSVRC2012_val_00048600.JPEG;0.06478453427553177;n06785654 crossword puzzle, crossword;n01518878;[{'probability': 0.06478453427553177, 'class': 'n06785654 crossword puzzle, crossword'}, {'probability': 0.05527286231517792, 'class': 'n10148035 groom, bridegroom'}, {'probability': 0.05310094729065895, 'class': 'n07615774 ice lolly, lolly, lollipop, popsicle'}, {'probability': 0.03419387340545654, 'class': 'n06359193 web site, website, internet site, site'}, {'probability': 0.03349103778600693, 'class': 'n03930313 picket fence, paling'}]
dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00000651.JPEG;0.20899026095867157;n02027492 red-backed sandpiper, dunlin, Erolia alpina;n01530575;[{'probability': 0.20899026095867157, 'class': 'n02027492 red-backed sandpiper, dunlin, Erolia alpina'}, {'probability': 0.1292751282453537, 'class': 'n01833805 hummingbird'}, {'probability': 0.10971175879240036, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.0958217903971672, 'class': 'n01608432 kite'}, {'probability': 0.07076035439968109, 'class': 'n04552348 warplane, military plane'}]
dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00002023.JPEG;0.6469683647155762;n01796340 ptarmigan;n01530575;[{'probability': 0.6469683647155762, 'class': 'n01796340 ptarmigan'}, {'probability': 0.13174115121364594, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.07592123746871948, 'class': 'n01592084 chickadee'}, {'probability': 0.0439559742808342, 'class': 'n01530575 brambling, Fringilla montifringilla'}, {'probability': 0.03045426681637764, 'class': 'n01806567 quail'}]
dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00002191.JPEG;0.035547755658626556;n03958227 plastic bag;n01530575;[{'probability': 0.035547755658626556, 'class': 'n03958227 plastic bag'}, {'probability': 0.03503895178437233, 'class': 'n09472597 volcano'}, {'probability': 0.029634390026330948, 'class': 'n04044716 radio telescope, radio reflector'}, {'probability': 0.025972196832299232, 'class': 'n04033901 quill, quill pen'}, {'probability': 0.01978013664484024, 'class': 'n09428293 seashore, coast, seacoast, sea-coast'}]
dataset/imagenet-mini/val/n01530575/ILSVRC2012_val_00045172.JPEG;0.42803671956062317;n01592084 chickadee;n01530575;[{'probability': 0.42803671956062317, 'class': 'n01592084 chickadee'}, {'probability': 0.16562403738498688, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.10912859439849854, 'class': 'n01608432 kite'}, {'probability': 0.08001001179218292, 'class': 'n01560419 bulbul'}, {'probability': 0.06671228259801865, 'class': 'n01806567 quail'}]
dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00001274.JPEG;0.03933052718639374;n04209239 shower curtain;n01531178;[{'probability': 0.03933052718639374, 'class': 'n04209239 shower curtain'}, {'probability': 0.03500976413488388, 'class': 'n03000247 chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour'}, {'probability': 0.03179362416267395, 'class': 'n01532829 house finch, linnet, Carpodacus mexicanus'}, {'probability': 0.02640615962445736, 'class': 'n03930313 picket fence, paling'}, {'probability': 0.02425283193588257, 'class': 'n04141076 sax, saxophone'}]
dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00025151.JPEG;0.1897621601819992;n02892767 brassiere, bra, bandeau;n01531178;[{'probability': 0.1897621601819992, 'class': 'n02892767 brassiere, bra, bandeau'}, {'probability': 0.11163395643234253, 'class': 'n02837789 bikini, two-piece'}, {'probability': 0.04779570922255516, 'class': 'n03888605 parallel bars, bars'}, {'probability': 0.042531996965408325, 'class': 'n03710721 maillot, tank suit'}, {'probability': 0.03401583060622215, 'class': 'n04371430 swimming trunks, bathing trunks'}]
dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00029581.JPEG;0.5827412605285645;n01532829 house finch, linnet, Carpodacus mexicanus;n01531178;[{'probability': 0.5827412605285645, 'class': 'n01532829 house finch, linnet, Carpodacus mexicanus'}, {'probability': 0.12955889105796814, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.04201274365186691, 'class': 'n01796340 ptarmigan'}, {'probability': 0.03646000847220421, 'class': 'n01592084 chickadee'}, {'probability': 0.020609945058822632, 'class': 'n01601694 water ouzel, dipper'}]
dataset/imagenet-mini/val/n01531178/ILSVRC2012_val_00048710.JPEG;0.6161132454872131;n01796340 ptarmigan;n01531178;[{'probability': 0.6161132454872131, 'class': 'n01796340 ptarmigan'}, {'probability': 0.12628428637981415, 'class': 'n02009912 American egret, great white heron, Egretta albus'}, {'probability': 0.08807509392499924, 'class': 'n01819313 sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita'}, {'probability': 0.05035242438316345, 'class': 'n02006656 spoonbill'}, {'probability': 0.03498150408267975, 'class': 'n01608432 kite'}]
dataset/imagenet-mini/val/n01532829/ILSVRC2012_val_00013456.JPEG;0.21170473098754883;n02815834 beaker;n01532829;[{'probability': 0.21170473098754883, 'class': 'n02815834 beaker'}, {'probability': 0.059295739978551865, 'class': 'n03930313 picket fence, paling'}, {'probability': 0.03633773699402809, 'class': 'n03876231 paintbrush'}, {'probability': 0.031081177294254303, 'class': 'n03916031 perfume, essence'}, {'probability': 0.02956254966557026, 'class': 'n03388043 fountain'}]
dataset/imagenet-mini/val/n01532829/ILSVRC2012_val_00028791.JPEG;0.036134421825408936;n03000134 chainlink fence;n01532829;[{'probability': 0.036134421825408936, 'class': 'n03000134 chainlink fence'}, {'probability': 0.03560657426714897, 'class': 'n04371774 swing'}, {'probability': 0.024120694026350975, 'class': 'n02869837 bonnet, poke bonnet'}, {'probability': 0.023634405806660652, 'class': 'n03958227 plastic bag'}, {'probability': 0.016912834718823433, 'class': 'n03207941 dishwasher, dish washer, dishwashing machine'}]
dataset/imagenet-mini/val/n01532829/ILSVRC2012_val_00043392.JPEG;0.09986093640327454;n01622779 great grey owl, great gray owl, Strix nebulosa;n01532829;[{'probability': 0.09986093640327454, 'class': 'n01622779 great grey owl, great gray owl, Strix nebulosa'}, {'probability': 0.06466512382030487, 'class': 'n02177972 weevil'}, {'probability': 0.04714478924870491, 'class': 'n01532829 house finch, linnet, Carpodacus mexicanus'}, {'probability': 0.035145536065101624, 'class': 'n01608432 kite'}, {'probability': 0.028647877275943756, 'class': 'n04228054 ski'}]
dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00001915.JPEG;0.9038738012313843;n01534433 junco, snowbird;n01534433;[{'probability': 0.9038738012313843, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.02044881321489811, 'class': 'n01498041 stingray'}, {'probability': 0.01551667507737875, 'class': 'n01491361 tiger shark, Galeocerdo cuvieri'}, {'probability': 0.015026689507067204, 'class': 'n02033041 dowitcher'}, {'probability': 0.008484422229230404, 'class': 'n02027492 red-backed sandpiper, dunlin, Erolia alpina'}]
dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00004245.JPEG;0.3978291451931;n04332243 strainer;n01534433;[{'probability': 0.3978291451931, 'class': 'n04332243 strainer'}, {'probability': 0.03540492057800293, 'class': 'n03544143 hourglass'}, {'probability': 0.03506530076265335, 'class': 'n01534433 junco, snowbird'}, {'probability': 0.02990899048745632, 'class': 'n01770081 harvestman, daddy longlegs, Phalangium opilio'}, {'probability': 0.022174160927534103, 'class': 'n02231487 walking stick, walkingstick, stick insect'}]
dataset/imagenet-mini/val/n01534433/ILSVRC2012_val_00027831.JPEG;0.7491229772567749;n03930313 picket fence, paling;n01534433;[{'probability': 0.7491229772567749, 'class': 'n03930313 picket fence, paling'}, {'probability': 0.07728064805269241, 'class': 'n04040759 radiator'}, {'probability': 0.034549519419670105, 'class': 'n04604644 worm fence, snake fence, snake-rail fence, Virginia fence'}, {'probability': 0.02799312025308609, 'class': 'n03743016 megalith, megalithic structure'}, {'probability': 0.019020486623048782, 'class': 'n03388043 fountain'}]
